column,role,source_table,feature_family,source_id,phase,recording,segment,feature,operation_id,operation_type,formula,base_formula,formula_key,id,label,direction,horizon,data_type,scale_type,is_target
ecg_der__training_response_hrv_ratio__ratio__hrv_time__pNN50_percent,input,ecg_derived,hrv_time,,,,,hrv_time__pNN50_percent,training_response_hrv_ratio,pairwise,ratio,,ratio,,,,,,,False
ecg_der__training_response_hrv_ratio__log_ratio__hrv_time__pNN50_percent,input,ecg_derived,hrv_time,,,,,hrv_time__pNN50_percent,training_response_hrv_ratio,pairwise,log_ratio,,log_ratio,,,,,,,False
ecg_der__training_response_hrv_ratio__ratio__hrv_freq__LF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_power,training_response_hrv_ratio,pairwise,ratio,,ratio,,,,,,,False
ecg_der__training_response_hrv_ratio__log_ratio__hrv_freq__LF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_power,training_response_hrv_ratio,pairwise,log_ratio,,log_ratio,,,,,,,False
ecg_der__training_response_hrv_ratio__ratio__hrv_freq__HF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__HF_power,training_response_hrv_ratio,pairwise,ratio,,ratio,,,,,,,False
ecg_der__training_response_hrv_ratio__log_ratio__hrv_freq__HF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__HF_power,training_response_hrv_ratio,pairwise,log_ratio,,log_ratio,,,,,,,False
ecg_der__training_response_hrv_ratio__ratio__hrv_freq__LF_HF_ratio,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_HF_ratio,training_response_hrv_ratio,pairwise,ratio,,ratio,,,,,,,False
ecg_der__training_response_hrv_ratio__log_ratio__hrv_freq__LF_HF_ratio,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_HF_ratio,training_response_hrv_ratio,pairwise,log_ratio,,log_ratio,,,,,,,False
ecg_der__breath_in_response_before__delta__hrv_time__MeanHR_bpm,input,ecg_derived,hrv_time,,,,,hrv_time__MeanHR_bpm,breath_in_response_before,pairwise,delta,,delta,,,,,,,False
ecg_der__breath_in_response_before__percent_delta__hrv_time__MeanHR_bpm,input,ecg_derived,hrv_time,,,,,hrv_time__MeanHR_bpm,breath_in_response_before,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__breath_in_response_before__delta__hrv_time__MeanNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__MeanNN_ms,breath_in_response_before,pairwise,delta,,delta,,,,,,,False
ecg_der__breath_in_response_before__percent_delta__hrv_time__MeanNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__MeanNN_ms,breath_in_response_before,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__breath_in_response_before__delta__hrv_time__SDNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__SDNN_ms,breath_in_response_before,pairwise,delta,,delta,,,,,,,False
ecg_der__breath_in_response_before__percent_delta__hrv_time__SDNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__SDNN_ms,breath_in_response_before,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__breath_in_response_before__delta__hrv_time__RMSSD_ms,input,ecg_derived,hrv_time,,,,,hrv_time__RMSSD_ms,breath_in_response_before,pairwise,delta,,delta,,,,,,,False
ecg_der__breath_in_response_before__percent_delta__hrv_time__RMSSD_ms,input,ecg_derived,hrv_time,,,,,hrv_time__RMSSD_ms,breath_in_response_before,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__breath_in_response_before__delta__hrv_time__pNN50_percent,input,ecg_derived,hrv_time,,,,,hrv_time__pNN50_percent,breath_in_response_before,pairwise,delta,,delta,,,,,,,False
ecg_der__breath_in_response_before__percent_delta__hrv_time__pNN50_percent,input,ecg_derived,hrv_time,,,,,hrv_time__pNN50_percent,breath_in_response_before,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__breath_in_response_before__delta__hrv_freq__LF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_power,breath_in_response_before,pairwise,delta,,delta,,,,,,,False
ecg_der__breath_in_response_before__percent_delta__hrv_freq__LF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_power,breath_in_response_before,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__breath_in_response_before__delta__hrv_freq__HF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__HF_power,breath_in_response_before,pairwise,delta,,delta,,,,,,,False
ecg_der__breath_in_response_before__percent_delta__hrv_freq__HF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__HF_power,breath_in_response_before,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__breath_in_response_before__delta__hrv_freq__LF_HF_ratio,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_HF_ratio,breath_in_response_before,pairwise,delta,,delta,,,,,,,False
ecg_der__breath_in_response_before__percent_delta__hrv_freq__LF_HF_ratio,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_HF_ratio,breath_in_response_before,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__orthostatic_training_response__delta_to_delta__hrv_time__MeanHR_bpm,input,ecg_derived,hrv_time,,,,,hrv_time__MeanHR_bpm,orthostatic_training_response,pairwise_derived,delta,delta,delta_to_delta,,,,,,,False
ecg_der__orthostatic_training_response__percent_delta_to_delta__hrv_time__MeanHR_bpm,input,ecg_derived,hrv_time,,,,,hrv_time__MeanHR_bpm,orthostatic_training_response,pairwise_derived,delta,percent_delta,percent_delta_to_delta,,,,,,,False
ecg_der__orthostatic_training_response__ratio_to_delta__hrv_time__MeanHR_bpm,input,ecg_derived,hrv_time,,,,,hrv_time__MeanHR_bpm,orthostatic_training_response,pairwise_derived,delta,ratio,ratio_to_delta,,,,,,,False
ecg_der__orthostatic_training_response__delta_to_delta__hrv_time__MeanNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__MeanNN_ms,orthostatic_training_response,pairwise_derived,delta,delta,delta_to_delta,,,,,,,False
ecg_der__orthostatic_training_response__percent_delta_to_delta__hrv_time__MeanNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__MeanNN_ms,orthostatic_training_response,pairwise_derived,delta,percent_delta,percent_delta_to_delta,,,,,,,False
ecg_der__orthostatic_training_response__ratio_to_delta__hrv_time__MeanNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__MeanNN_ms,orthostatic_training_response,pairwise_derived,delta,ratio,ratio_to_delta,,,,,,,False
ecg_der__orthostatic_training_response__delta_to_delta__hrv_time__SDNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__SDNN_ms,orthostatic_training_response,pairwise_derived,delta,delta,delta_to_delta,,,,,,,False
ecg_der__orthostatic_training_response__percent_delta_to_delta__hrv_time__SDNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__SDNN_ms,orthostatic_training_response,pairwise_derived,delta,percent_delta,percent_delta_to_delta,,,,,,,False
ecg_der__orthostatic_training_response__ratio_to_delta__hrv_time__SDNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__SDNN_ms,orthostatic_training_response,pairwise_derived,delta,ratio,ratio_to_delta,,,,,,,False
ecg_der__orthostatic_training_response__delta_to_delta__hrv_time__RMSSD_ms,input,ecg_derived,hrv_time,,,,,hrv_time__RMSSD_ms,orthostatic_training_response,pairwise_derived,delta,delta,delta_to_delta,,,,,,,False
ecg_der__orthostatic_training_response__percent_delta_to_delta__hrv_time__RMSSD_ms,input,ecg_derived,hrv_time,,,,,hrv_time__RMSSD_ms,orthostatic_training_response,pairwise_derived,delta,percent_delta,percent_delta_to_delta,,,,,,,False
ecg_der__orthostatic_training_response__ratio_to_delta__hrv_time__RMSSD_ms,input,ecg_derived,hrv_time,,,,,hrv_time__RMSSD_ms,orthostatic_training_response,pairwise_derived,delta,ratio,ratio_to_delta,,,,,,,False
ecg_der__orthostatic_training_response__delta_to_delta__hrv_time__pNN50_percent,input,ecg_derived,hrv_time,,,,,hrv_time__pNN50_percent,orthostatic_training_response,pairwise_derived,delta,delta,delta_to_delta,,,,,,,False
ecg_der__orthostatic_training_response__percent_delta_to_delta__hrv_time__pNN50_percent,input,ecg_derived,hrv_time,,,,,hrv_time__pNN50_percent,orthostatic_training_response,pairwise_derived,delta,percent_delta,percent_delta_to_delta,,,,,,,False
ecg_der__orthostatic_training_response__ratio_to_delta__hrv_time__pNN50_percent,input,ecg_derived,hrv_time,,,,,hrv_time__pNN50_percent,orthostatic_training_response,pairwise_derived,delta,ratio,ratio_to_delta,,,,,,,False
ecg_der__orthostatic_training_response__delta_to_delta__hrv_freq__LF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_power,orthostatic_training_response,pairwise_derived,delta,delta,delta_to_delta,,,,,,,False
ecg_der__orthostatic_training_response__percent_delta_to_delta__hrv_freq__LF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_power,orthostatic_training_response,pairwise_derived,delta,percent_delta,percent_delta_to_delta,,,,,,,False
